Name,Rating,Winery,Area,Province,Country,Varietal,Vintage,Style,Wine Type,ID
Riesling God's Mountain,74.53515727999999,Wild Goose Vineyards & Winery,Okanagan Valley,British Columbia,Canada,Riesling,nv,,White,52def0222f8d24020000084a
Gray Monk,74.5327528,Gray Monk Estate Winery,Okanagan Valley,,Canada,Pinot Gris,2015,,White,57eb2000bfc7d7af1c4cdcc8
Vin Du Lac Winery,74.5314466,Vin Du Lac Winery,Columbia Valley,WA,USA,Merlot,2004,,Red,5a8f0f57d5f6fbac5f9ac1e7
Le Concierge,74.5314466,Le Concierge,Pays D'oc,,France,Merlot,2014,,Red,56a41d662274f303008bb0a2
Wee Angus,74.5314466,Aberdeen Wine Company,South Eastern Australia,,Australia,"Cabernet Sauvignon, Merlot",2011,,Red,557f675dfdb8a20300000030
Autumn Gold,74.5314466,Wild Goose Vineyards & Winery,Okanagan Valley,British Columbia,Canada,"Gewurztraminer, Riesling, Pinot Blanc",nv,Blend,White,52def0222f8d2402000007a0
Serience,74.51894659999999,Zefina,Columbia Valley,WA,USA,"Grenache, Syrah, Counoise, Mouvedre",2002,,Red,5a8f0f57d5f6fbac5f9ac1fe
DuBrul Vineyard,74.51894659999999,Côte Bonneville,Yakima Valley,WA,USA,Cabernet Sauvignon and Merlot,2002,,Red,5a8f0f57d5f6fbac5f9ac11b
Le Fournas,74.51894659999999,Saint Croix Vineyards,Corbieres,,France,"Carignan, Grenache, Syrah, Mourvedre",2013,,Red,58cddd929da830d278155e03
Zinfandel Estate Vineyard,74.51894659999999,Savannah-Chanelle Vineyard,Santa Cruz Mountains,,USA,Zinfandel,2013,,Red,5815223de12c5d7b522b020b
Phebus,74.51894659999999,Fabre Montmayou,Mendoza,,Argentina,"Malbec, Merlot, Cabernet Sauvignon",2013,,Red,53a7518c359d9f020000000b
Quail Blush,74.51894659999999,Hopewell Winery,,Illinois,USA,,nv,Sweet,Red,535973f5682acc0200003eaa
Chateau Grand Renom,74.51894659999999,Chateau Grand Renom,Bordeaux,,France,Bordeaux,2011,,Red,531bc50fd0ef0f0200000002
Pezat Bordeaux Superieur,74.51736818461539,Pezat,Bordeaux,,France,Red Blend,2012,,Red,54ed2890dc55d4030000000a
Temecula Hills,74.51515728,Temecula Hills Winery,Temecula Valley,California,USA,Viognier,nv,,White,535a5f877dd3dc0200001770
Schlink Haus Spätlese,74.5064466,Schlink Haus,Nahe,,Germany,Riesling,2013,,White,56aa2d373b45df0300059fcd
Touriga Nacional,74.5064466,Miramonte Winery,Temecula Valley,California,USA,Touriga Nacional,2011,,Red,546542f7c92c8b020000001a
Camelot Pinot Grigio,74.5064466,Camelot,California,,USA,Pinot Gris,nv,,White,53d7f983eb3bac0200000011
Terra Bella Vineyard,74.5064466,Andrew Murray Vineyards,Santa Ynez Valley,California,USA,Syrah,nv,,Red,535a60d87dd3dc02000059bf
Pinot Gris,74.5064466,Moraine Estate Winery,Okanagan Valley,British Columbia,Canada,Pinot Gris,nv,,White,52def0212f8d2402000004e6
Kim Crawford Sauvignon Blanc 2018,74.49744091034484,Kim Crawford,Marlborough,,New Zealand,Sauvignon Blanc,2018,,White,5e94decf5fd8fd7ae861d81b
Cremant de Bourgogne Rose NV,74.49563449411764,Cave De Lugny,,Bourgogne,France,"Chardonnay, Pinot Noir, Gamay",nv,Sparkling,Rose,530b9a4f5742860200000267
Rodney Strong Vineyards - Charlotte’s Home - Estate,74.49515728,Rodney Strong Vineyards,Sonoma County,California,USA,Sauvignon Blanc,nv,Dry,White,535a6b6a7dd3dc020000932a
Pergolaia,74.4939466,Caiarossa,Tuscany,,Italy,Toscana,2012,,Red,5e94def25fd8fd7ae861db83
Puig Ambeille,74.4939466,Domaine La Tour Vieille,Collioure,,France,,2011,,Red,5925d735864e540d71a2ac7f
Left Bank Blanc,74.4939466,The Hatch,Okanagan Valley,,Canada,"Sauvignon Blanc, Semillon",2015,,White,572d4fa90a53e57730530c9d
Hanwood Estate,74.4939466,McWilliam's,South Eastern,,Australia,Syrah,2012,,Red,54e1048d79a678030000000d
Mayacaba Malbec,74.4939466,Mi Terruño,Mendoza,,Argentina,Malbec,2010,,Red,5452e6a2616254020000008d
Applegate Valley,74.4939466,Slagle Creek Vineyards,Applegate Valley,Oregon,USA,Syrah,nv,,Red,535a61b47dd3dc020000649b
Roxo Port Cellars - Ruby Tradicional,74.4939466,Roxo Port Cellars,Paso Robles,California,USA,"Touriga Nacional, Tinta Roriz, Souzao, Bastardo",nv,Sweet,Red,535a5ff57dd3dc0200004202
Quabbin Native,74.4939466,Hardwick Vineyard and Winery,,Massachusetts,USA,Pink Catawba,nv,Sweet,Rose,535a5f807dd3dc0200000bad
Aces,74.48515728,Aces Wine Group,Okanagan,,Canada,"Cabernet Sauvignon, Merlot",2012,,Red,54ea8e8f441efc030000000c
"Quaking Hills 2005 Paden's Patch Red Blend, Alexander Valley",74.48515728,Quaking Hills Winery,Alexander Valley,,USA,"Cabernet Sauvignon, Merlot, Malbec, Petit Verdot, Cabernet Franc",2005,,Red,535ec3920202430200000003
Dirty Laundry 'Not So Naughty' Unoaked Chardonnay 2017,74.48314466000002,Dirty Laundry Vineyard,Okanagan Valley,British Columbia,Canada,Chardonnay,2017,,White,5e94ded95fd8fd7ae861d949
Mt. Boucherie,74.4814466,Mt. Boucherie Family Estate Winery,Okanagan Valley,British Columbia,Canada,Ehrenfelser,2013,,White,55bc2e2f6b3ff00300000021
Moniker Cabernet Sauvignon,74.4814466,Moniker,Mendocino,,USA,Cabernet Sauvignon,2011,,Red,53cabe89be745e0200000006
"Amarone Classico, Amarone della Valpolicella Classico DOC",74.47929773333334,Bertani,Veneto,,Italy,"Rondinella, Corvina",nv,,Red,554250eceb9157030000184b
TX,74.47508737777778,Locations Wine,Texas,,USA,"Grenache, Mouvedre, Syrah, Carignan & Bordeaux Varietals",nv,,Red,5e94e597647e147bcfa8d88b
Capture,74.4709644,Checkmate Artisanal Winery,Okanagan Valley,,Canada,Chardonnay,2013,,White,57349670f293c39b3d659a83
Artist Series #13,74.4689466,Woodward Canyon Winery,Columbia Valley,WA,USA,Cabernet Sauvignon,2004,,Red,5a8f0f57d5f6fbac5f9ac1fa
Château Canon-Moueix,74.4689466,Château Canon-Moueix,Fronsac,,France,Bordeaux Blend / NA,2000,,Red,5a8f0f56d5f6fbac5f9ac035
Tenuta Sant' Alfanso,74.45739919999998,Rocca Delle Macie,Tuscany,,Italy,Sangiovese,2012,,Red,56b9343a872cf003007b0723
Whitehaven,74.45644659999999,Whitehaven Winery,Marlborough,,New Zealand,Sauvignon Blanc,2015,,White,58a7cd45db515b654f97acb5
Vinho Verde,74.45644659999999,Santiago,Vinho Verde,,Portugal,White Blend,2013,,White,55fe1df8cc774f0300000002
Le Grand Jas,74.45644659999999,Caves de Rasteau,Cotes Du Rhone,,France,"grenache, cinsault, carignan",2012,,Red,541e24bd6a14620200000027
Fume Blanc,74.45644659999999,Ferrari-Carano,Sonoma Sonoma County,,USA,Sauvignon Blanc,2012,,White,53c05e612e0a2b020000002a
Beso de Vino Old Vine,74.45644659999999,Grandes Vinos Y Vinedos,Carinena,,Spain,Grenache,2011,,Red,530b9a4f57428602000003fc
Pinotage,74.45515728000001,Spier,Western Cape,,South Africa,"Pinot Noir, Cinsault",2014,,Red,579bc42bd90ae62a2cacadf3
Cellar Selection,74.45515728000001,Sumac Ridge Estate Winery,Okanagan Valley,,Canada,Pinot Gris,2014,,White,553c489d4abf3d0300000005
Joie Farm Wines,74.45515728000001,Joie Farm Wines,Okanagan,N/A,Canada,Riesling,2013,,Rose,55025ab65a66fe03000000cb
Molino Loco,74.45515728000001,Bodegas Castano,Yecla,,Spain,Monastrell,2012,,Red,531255ab1e63630200000004
Casasole,74.4473096,Santa Cristina,Tuscany,,Italy,White Blend,2013,,White,55175f9d23b5d2030000001f
Tinto Negro,74.4459644,Tinto Negro,Mendoza Uco Valley,,Argentina,Malbec,2012,,Red,54e40871193d42030000001b
Chateau Pavie,74.4439466,Chateau Pavie,Libournais,Bordeaux,France,Red Bordeaux Blend,1982,,Red,5ad77d38128caabb7db02806
Harrison Hills,74.4439466,DeLille Cellars,Yakima Valley,WA,USA,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",2001,,Red,5a8f0f57d5f6fbac5f9ac12b
Nipozzano Chianti Rufina Reserva,74.4439466,Frescobaldi,Tuscany,,Italy,Sangiovese,2012,,Red,56d6552df75fcb565282ce95
Col Di Sasso IGT,74.4439466,Banfi,Tuscany,N/A,Italy,"Cabernet Sauvignon, Sangiovese",2013,,Red,55c2de1f66c4750300000005
Moniker  Chardonnay,74.4439466,Moniker,Mendocino,,USA,Chardonnay,2011,,White,53cabe66be745e0200000005
Piemonte Cortese DOC,74.4439466,Casalone,Piemonte,,Italy,Cortese,nv,,White,535c9c50f46d150200000010
Late Harvest Pinot Blanc,74.43964886666667,Hester Creek Estate Winery,Okanagan Valley,British Columbia,Canada,Pinot Blanc,2012,Dessert Wine,White,54c04e6fd805f6030000000a
Les Contours de Deponcins,74.43598664999999,François Villard,Rhone,,France,Viognier,2011,,White,5398c84ecaad9d020000001b
Red Rooster,74.4314466,Red Rooster Winery,"Okanagan Valley, British Columbia",,Canada,Pinot Blanc,2015,,White,59430af65a126c5a6790a87d
Cooper Mountain,74.4314466,Cooper Mountain Vineyards,Willamette Valley,,USA,Pinot Noir,2012,,Red,5685b0e260f6b7030043dea7
Villa Teresa Organic,74.4314466,Vini Tonon,Veneto,N/A,Italy,Pinot Gris,2013,,White,550cd22beacabc0300000006
Baillie-Grohman Estate Winery,74.4314466,Baillie-Grohman Estate Winery,Kootenays,British Columbia,Canada,Pinot Gris,2013,,White,54e82dc50cbe790300000013
Farm Collective Cabernet Sauvignon,74.4314466,Farm Collective Winery,Napa,,USA,Cabernet Sauvignon,2011,,Red,54128913c158d3020000007e
Tibouren Clos Cibonne Rosé,74.4314466,Domaine SCEA André Roux,Côtes de Provence,,France,"Tibouren, Grenache",2011,,Rose,53814152d984bf0200000013
Beaujolais,74.4314466,Georges Duboeuf,Beaujolais,Beaujolais,France,Gamay,nv,,Red,530b9a4e57428602000000db
Willamette Valley,74.42515727999998,Ken Wright Cellars,Yamhill-Carlton,Oregon,USA,Pinot Noir,2012,,Red,5625cd5229dc1f03000004ef
Artist Series #12,74.4189466,Woodward Canyon Winery,Columbia Valley,WA,USA,Cabernet Sauvignon,2003,,Red,5a8f0f57d5f6fbac5f9ac1f9
Grand Reserve,74.4189466,Kendall Jackson,Napa Valley,CA,USA,Cabernet Sauvignon,1998,,Red,5a8f0f57d5f6fbac5f9ac16a
Invertro IGT,74.4189466,Renieri,Tuscany,,Italy,"Sangiovese, Cabernet Sauvignon, Merlot",2011,,Red,56f330ea1487726a242ed311
Chianti,74.4189466,Bolla,Veneto,,Italy,Sangiovese,2014,,Red,56ce9a534ce3e15253671d8b
Blanc de Noirs Rose,74.4189466,Baillie-Grohman Estate Winery,Kootenays,British Columbia,Canada,Pinot Noir,2013,Sparkling,Rose,55502dfed9a34c030000000e
Troublemaker,74.4189466,Austin Hope,Paso Robles,,USA,"Syrah, Grenache, Mourvedre, Zinfandel",nv,,Red,530402dc09fb240200000018
Arrow Block - Wildcat Mountain Vineyard - Sonoma Coast Pinot Noir,74.41598058181818,Macrostie Winery & Vineyards,Sonoma Coast,California,USA,Pinot Noir,2009,,Red,58f6a0b17575df36263fbf25
Les Armoiries Julienas,74.40644660000001,Chateau du Bois de la Salle,Julienas,,France,Gamay,2011,,Red,559b276560e6a80300000002
Artist Series #11,74.4064466,Woodward Canyon Winery,Columbia Valley,WA,USA,Cabernet Sauvignon,2002,,Red,5a8f0f57d5f6fbac5f9ac1f8
Switchback,74.4064466,Haywire,Okanagan Valley,British Columbia,Canada,Pinot Gris,2014,,White,578549fcc57f7e680d3749c9
Gewurztraminer,74.4064466,Intrigue Wines,Okanagan Valley,British Columbia,Canada,Gewurztraminer,2012,,White,5622cce5f9e091030000003a
The Charge,74.4064466,Diez Siglos de Verdejo,Rueda,,Spain,"Verdejo, Viura",2011,,White,5389185ea72f050200000007
Happy Bitch Sauvignon Blanc,74.4064466,Happy & company Wines,North Fork of Long Island,New York,USA,Sauvignon Blanc,nv,,White,5359786d682acc020000a012
Deinhard Green Label,74.4064466,Deinhard,Mosel/Rheingau,,Germany,Riesling,2012,,White,530b9a4f57428602000004fd
Pinot Noir,74.4064466,Burrowing Owl Estate Winery,Okanagan Valley,British Columbia,Canada,Pinot Noir,nv,,Red,52def0202f8d2402000000ff
Coastal Estates,74.4064466,Beaulieu Vineyard,California,California,USA,Merlot,2007,,Red,52bcc5cccaeece0200000004
Tribu,74.39515727999999,Trivento,Tupungato,,Argentina,Viognier,2013,,White,550f7fe7b39cb0030000000a
Tantalus,74.39394659999999,Tantalus Vineyards,Okanagan Valley,,Canada,Pinot Noir,2011,,Red,58a746cadb515b654f97abf9
La Paca,74.39394659999999,La Paca,Calatayud,,Spain,Grenache,2014,,Red,563bf514126c870300000002
Juno,74.39394659999999,Juno,Paarl,,South Africa,Cabernet Sauvignon,2010,,Red,553863386ec1da0300000010
Tortured Grape,74.39394659999999,Thornhaven Estates Winery,Okanagan Valley,British Columbia,Canada,"Orange Muscat, Riesling, Chardonnay",nv,Blend,White,530b9a515742860200000628
Vitral,74.38659895384616,Vina Maipo,Central Valley,,Chile,Red Blend,2013,,Red,54d17e2c04ff6e0300000005
Kindle Sauvignon Blanc,74.38286165,Kindle,Okanagan Valley,,Canada,Sauvignon Blanc,2013,,White,5422145ec2546a020000002e
Appassimento,74.3814466,Emporium,Salento,,Italy,"Primitivo, Negroamaro",2015,,Red,59c087cad33de3a0618c0143
Bai Gorri,74.3814466,Bai Gorri,Rioja,,Spain,Tempranillo,2011,,Red,567d50eaef564d0300be018b
Barefoot Pinot Grigio,74.3814466,E & J Gallo Winery,California,California,USA,Pinot Gris,2014,,White,5609eff1002eff0300000005
Feinherb,74.3814466,Dr. Pauly-Bergweiler,Mosel,,Germany,Riesling,2014,,White,556b075c2210cc0300000011
Private Reserve,74.3814466,Sumac Ridge Estate Winery,Okanagan Valley,,Canada,Merlot,2013,,Rose,54bb1d1b0beb2a0300000007
Bonny Doon Sparkling Albarino,74.3814466,Bonny Doon Vineyard,Santa Cruz,California,USA,Albarino,2010,,White,53ab730ace6ae70200000063
Les Cigales,74.3814466,Lipa Wines,Umpqua Valley,Oregon,USA,"Grenache, Merlot",nv,,Red,535a5f8c7dd3dc0200001e84
Giles E. Warner,74.3814466,Hardwick Vineyard and Winery,,Massachusetts,USA,,nv,,White,535a5f7f7dd3dc02000009a5
"Terroir Collection - 2013 Organic Merlot, No. 39 Whispering Hill",74.37298219999998,Mark Anthony Cellars - VQA,Okanagan Valley,British Columbia,Canada,Merlot,2013,,Red,5e94df275fd8fd7ae861e0b9
Wild Goose Vineyards & Winery,74.37096439999999,Wild Goose Vineyards & Winery,Okanagan Valley,British Columbia,Canada,Pinot Gris,2013,,White,54fcf16530c1560300000003
Brut Dargent Rosé,74.37096439999999,Brut Dargent,Jura,,France,Pinot Noir,2011,,Rose,54dd41740045330300000003
Luigi Coppo Brut,74.3689466,Coppo,Piedmont,,Italy,Pinot Noir,nv,,White,554250e5eb915703000002c9
Tidal Bay,74.3689466,Grand Pre Wines,Grand Pre,Nova Scotia,Canada,,nv,,White,535a5f817dd3dc0200000e29
Reserve,74.3564466,Sterling Vineyards,Napa Valley,CA,USA,Cabernet Sauvignon,2000,,Red,5a8f0f57d5f6fbac5f9ac1cf
Hawkes Bay,74.3564466,Kim Crawford,,,New Zealand,,2013,,Rose,5941eeb95a126c5a6790a854
Haracles,74.3564466,Masseria Surani,Puglia,,Italy,Primitivo,2014,,Red,577329114d4a4bbf2eb60e79
Miraflores,74.3564466,Maraflores,Valle Central Valley,,Chile,Cabernet Sauvignon,2014,,Red,55a861058f75a50300000002
Rosalinda,74.3564466,Oso Libre Winery,,California,USA,"Mourvedre, Syrah, Grenache, Viognier",nv,,Red,535a61b27dd3dc0200006314
Domaine De Valmoissine Pinot Noir,74.35515728,Louis Latour,,,France,Pinot Noir,2010,,Red,5e94df695fd8fd7ae861e755
Senorio de Nava Reserva Tempranillo 2010,74.35515728,Bodegas Senorio de Nava,Ribera Del Duero,,Spain,Tempranillo 100%,2010,,Red,5bf9ee7e29374c187af786f3
Oyster Bay,74.35515728,Oyster Bay,Marlborough,,New Zealand,Sauvignon Blanc,2016,,White,580acd70052564ac0a3f2f43
Trebella,74.35515728,Church & State Wines,Okanagan Valley,,Canada,"Roussanne, Marsanne, Viognier",2014,,White,55ef80237b2a920300000071
Cuma,74.35515728,Michel Torino,Cafayate,,Argentina,Cabernet Sauvignon,2012,,Red,54729a724c21740200000011
Dr loosen,74.3532233,Dr loose,Mosel,,Germany,Riesling,2012,,White,526c6bb3d0b8a30200000002
Castello Banfi Summus,74.34515728,Castello Banfi,Montalcino,Tuscany,Italy,SuperTuscan Blend,2011,,Red,5ad79586329a8da07dfdf997
Reserve,74.34394660000001,Sterling Vineyards,Napa Valley,CA,USA,Merlot,2000,,Red,5a8f0f57d5f6fbac5f9ac1d3
Vina Chocalan,74.3439466,Vina Chocalan,Maipo Valley,,Chile,Syrah,2011,,Red,56bd3190ce96a003003921a6
Mocato d'Asti,74.3439466,Pio Cesare,Piedmont,,Italy,Moscato,nv,,White,554250e6eb915703000005e0
Enebral Tinta de Toro,74.3439466,Enebral,Toro,,Spain,Tempranillo,nv,,Red,5503a370c094530300000011
Illustrious,74.3439466,Blue Chip Cellars,Napa Valley,N/A,USA,Cabernet Sauvignon,2012,N/A,Red,54f28c588c0dc6030000001a
Hendsbee Vineyard Riesling,74.3439466,Orofino Vineyards,Similkameen Valley,British Columbia,Canada,Riesling,2012,,White,54cdb7de91d44f030000002a
Sileni,74.3439466,Sileni,Marlborough,,New Zealand,Sauvignon Blanc,2013,,White,548cd01b4f2fe30200000017
Malbec,74.3439466,Raza Reserve,Famatina,N/A,Argentina,Malbec,2012,N/A,Red,545ba66b31928d0200000071
Doo-Zwa-Zo,74.3439466,Hilmy Cellars,,Texas,USA,"Chardonnay, Chenin Blanc",nv,,White,535a5fb17dd3dc0200002cae
5 Blocks - Cuvee,74.3439466,Terry Hoage Vineyards,Paso Robles,California,USA,"Syrah, Mourvedre, Grenache, Cinsault",nv,,Red,535a5f8d7dd3dc0200002144
Bonterra,74.33757863999998,Bonterra,Mendocino,,USA,Chardonnay,2013,,White,54dab5d711335b0300000003
Porpora,74.33628931999999,Il Pollenza,Marche,N/A,Italy,Red Blend,2009,,Red,55cbf252390d5f03000003bc
Navarrouge,74.33515728,Navarro Vineyards,Anderson Valley,CA,USA,"Zinfandel, Pinot Noir, Grenache, Carignane, Syrah, Mourvèdre",2013,,Red,5564efe1b4f0c10300000007
Reserve Viognier,74.33515728,Hillside Winery,Okanagan Valley,N/A,Canada,Viognier,2012,,White,552dceda3e9a1b0300000017
The Lion's Mark Oak Aged Muscat,74.33144659999999,Miranda Estate,Barossa Valley,N/A,Australia,Muscat,nv,N/A,Red,55619d68377e370300000017
Costanza,74.33144659999999,Castello Romitorio,Tuscany,,Italy,"Vermentino, Chardonnay",nv,,White,554250efeb915703000021c2
Louis de funes,74.33144659999999,Louis de funes,Fghh,N/A,Canada,Cghbvf,nv,,Rose,541e0b97f3d288020000000e
"John Duvall 2010 Marsanne,Rousanne and Viognier",74.32515728000001,John Duvall,,N/A,Australia,"Marsanne,Rousanne and Viognier",2010,,White,52055693e81746020000001a
Avalon Chard 2017,74.32348664999999,Avalon Winery,"Graton, CA",,USA,Chardonnay,2017,,White,5e94dedc5fd8fd7ae861d999
M. Chapoutier Bila-Haut 2015,74.3189466,M. Chapoutier,Cotes De Roussillion Villages,,France,"Grenache Blanc, Grenache Gris, Macabeu",2015,,White,5aa34eef9d09eeb807fbec68
J. Bookwalter,74.3189466,J. Bookwalter,Columbia Valley,WA,USA,Merlot,2002,,Red,5a8f0f57d5f6fbac5f9ac15f
"Redigaffi, IGT",74.3189466,Tua Rita,Tuscany,N/A,Italy,Merlot,2009,,Red,5580985e70c78e030000008c
Nebbiolo Langhe DOC,74.3189466,Paolo Conterno,Langhe,N/A,Italy,Nebbiolo,2012,,Red,552cadc868b6520300000006
Rosemount Estate  Diamond Label,74.3189466,Rosemount Estate,Southeastern Australia,,Australia,"Syrah, Cabernet Sauvignon",2013,,Red,5466bc0846b84f0200000024
Pursuit,74.3189466,SpierHead Winery,Okanagan Valley,British Columbia,Canada,"Merlot, Cabernet Sauvignon, Cabernet Franc",nv,Blend,Red,52def0222f8d2402000007c0
Organic Gewurztraminer,74.31723665,Summerhill Pyramid Winery,Okanagan Valley,British Columbia,Canada,Gewurztraminer,nv,,White,52def0222f8d2402000007d2
Reserva I,74.3064466,Palo Alto,Maule Valley,,Chile,Cabernet Sauvignon,2013,,Red,5611c40578ebec03000000c8
Macho Man Monastrell,74.3064466,Casa Rojo,Jumilla,,Spain,Monastrell,2012,,Red,5503614854c6b00300000004
Pinot Grigio IGT,74.3064466,Lagaria,IGT delle Venezie,N/A,Italy,Pinot Gris,2013,N/A,White,545ba66b31928d02000000b9
Joir de Gris,74.3064466,J vineyards & winery,,,USA,Pinot Gris,2013,,White,53c05b51d2251c0200000031
Roxo Port Cellars - Paso Melange,74.3064466,Roxo Port Cellars,Paso Robles,California,USA,"Cabernet Sauvignon, Cabernet Franc, Petite Sirah",nv,Sweet,Red,535a63007dd3dc0200007a36
Pouilly Fuisse,74.29515728,Mommessin,Pouilly-Fuisse,,France,Chardonnay,2012,,White,549c7c156000b90200000002
Columbia Crest Cabernet Sauvignon 2016,74.29381455412843,Columbia Crest Grand Estates,Washington,,USA,Cabernet Sauvignon,2016,,Red,5e94ded25fd8fd7ae861d87b
Veramonte,74.28225520000001,Veramonte,Casablanca,N/A,Chile,Chardonnay,2013,,White,5576ef4b1dcd5e0300000006
Vouvray Demi-Sec,74.28144660000001,Jardin la Fleur,Loire Valley,,France,Chenin Blanc,2012,,White,552ea2e668df83030000000f
Griottes Chambertin,74.28144660000001,Joseph Roty,Burgundy,,France,Pinot Noir,2008,,Red,5516f20728a5150300000017
Honest John's,74.28144660000001,Road 13,Oliver,,Canada,"Merlot, Gamay, Viognier",2013,,Rose,54c30eed22ef2d030000000c
Mission Hill Estate Series Sauvignon Blanc 2016,74.2814466,Mark Anthony Cellars VQA,Okanagan Valley,British Columbia,Canada,Sauvignon Blanc,2016,,White,5e94defb5fd8fd7ae861dc55
Quails’ Gate Winery Merlot,74.2814466,Quails’ Gate Winery,Okanagan Valley,,Canada,Merlot,2014,,Red,57e1cc85108b5de8544a1ad5
Poplar Grove Winery,74.2814466,Poplar Grove Winery,Okanagan Valley,British Columbia,Canada,Pinot Gris,2014,,White,557c9ff5b5664f0300000021
Overboard,74.2814466,Gooseneck Vineyards,Delle Venezie,,Italy,Pinot Gris,2014,,White,54b7e4de04396d0300000012
Viranel Viognier 2016,74.27921035555555,Domaine de Viranel,Pays D'Herault - Cessenon,,France,Viognier,2016,,White,5e94deed5fd8fd7ae861db0d
Reserve,74.26894659999999,Robert Mondavi Winery,Napa Valley,CA,USA,Cabernet Sauvignon,2000,,Red,5a8f0f57d5f6fbac5f9ac1b3
Pinot Noir,74.26894659999999,Saxon Estate Winery,Summerland,,Canada,Pinot Noir,2009,,Red,562331bbbd0ad6030000000e
Retro,74.26894659999999,Biagi,Abruzzo,,Italy,Montepulciano,2009,,Red,55f89528240f1e0300000020
Tricky Rabbit,74.26894659999999,Tricky Rabbit,Maule Valley,,Chile,"Cabernet Sauvignon, Syrah",2014,,Red,55ccc82cc2d96a030000001f
Grandi Vini Di Toscana,74.26894659999999,Carpineto,Tuscany,,Italy,Sangiovese,nv,,Red,551a05f05ff25f0300000004
Reserve,74.26894659999999,Jacob's Creek,Adelaide Hills,,Australia,Chardonnay,2013,,White,55160e145f0f23030000000d
Felseck Vineyard,74.26515728,Hidden Bench Vineyards and Winery,Niagara Peninsula,,Canada,Riesling,2013,,White,58a737c5db515b654f97ab75
Soave,74.2564466,Azienda Agricola Suavia,Veneto,,Italy,Garganega,2014,,White,55f0cd268ac2e9030000018f
Seven Peaks,74.2564466,Seven Peaks,California,,USA,Cabernet Sauvignon,2013,,Red,54fea2a274fa560300000012
Brouilly,74.2564466,Dominique Piron,Burgundy,,France,Gamay,2011,,Red,5495dd0314cd190200000011
Nottage Hill,74.2564466,Hardys,South Eastern,,Australia,Chardonnay,nv,,White,535ca225f46d150200000016
